Commit,EstimatedTime,Message,RealTime 
293b9d660019284177e48bd2ebbc2557aa4f5929,66.03,,66.39
f3cb6c981e792f92746f748b119a16c7de3fd178,12,,11.35
0460ddbc70be4ba93229b92b00712cd2c4d64716,50.65,,49.19
bc856b5712e149393883edcd475f58f6ae730b34,50.65,,51.03
82daf959466b3a2ca231bc268e833e217723b7ec,50.65,,48.22
5925bea4ab03f38a23213fa3a606b64a7dbd9ba9,12,This commit contains no changed file,12
8d6c2ce642b293552c96471127a5973cc80d6726,12,,11.31
5adacca82d9af7d56d8d1e65b37fbba507185836,12,This commit contains no changed file,12
b02cbff0f11c5638899d2ce2b5965f42bceafead,12,This commit contains no changed file,12
096a56d7419bcc0b0d731de5f07e99f9599f1bc9,33.800000000000004,,33.05
7593e1fa634ad03008acac69123b299daf275284,596.1600000000001,,568.76
8d07c5c4a210fd30360aa4a23c9744930be981d4,53.70000000000001,,54.98
1dfbdf2b4c8c3caf879bbe11f2cb2bf58337063f,83.36999999999996,The build files have been changed. Prediction may not be accurate.,186.08
617819ae35c4ff7635a7dbb31bb253c822ef3e6f,12,This commit contains no changed file,12
040252624baf8b7af09534c2d6b6450a0492122d,596.1600000000001,,568.35
1820c4a784d673ff50cac985f7aee5ff1f18790a,12,,11.24
5c9af256c26ecd4f85989697740e0c78061b826a,1685.4799999999998,,1668.12
870e4d014c6e43f6f938246145a6f468c1ca936d,12,This commit contains no changed file,12
9b2c859962f8a645c324f2aa6aeca4c8a9e90db1,12,,11.13
01afeb294ee44cb5f002012ca4c9b4453d2c36a2,12,,11.16
8fca3ff98e00a583d33a23a0cc89173d1677d8d8,54.09000000000001,,55.64
1a7ef12ba9b369fba236ffc5ba5d0f8f91ea3cba,596.1600000000001,,568.20
ebe9ef7ab67704fa5d30f6a68fc1b1f80bd47635,12,This commit contains no changed file,12
acbfe390209b04b0653ddcc83e74f601e654b193,12,,11.17
cf28f12a14dec6047d5852912fcce3df39bae04e,12,,11.22
f69042b6c1903a567dd315b923fffb20952224d3,12,,11.18
f5a2440c5c44e101fc5e91287e1f682f11d24995,12,This commit contains no changed file,12
e6b8eb167b8bdeeeb56aab05c6f27e59bda27630,54.31000000000001,,51.99
627e2cddeb7a6a4915c35f837bce8913b22eb613,12,This commit contains no changed file,12
e9a6c9f7366f1019fc90f7e5191424feb8cf9752,39.150000000000006,,37.37
f93151a5d385d548b8ff8dd0fc7cb6ee4bd19ee9,12,,11.11
ca7208bd7016d989f9ae28fea67a8c8bafd98ff7,12,This commit contains no changed file,12
e99ee9f41f5073f0103ca9f6f7f8ac7a7336ea9c,12,,11.43
fc90308fa1a4c99b09a9ff1d351303b6725e52d8,12,This commit contains no changed file,12
78b0414ea36b628c99f77f59c0ab6fdd573b4e13,52.71,,52.95
4398c9ca768bf77c9c82f59c94cee7d298a436e7,306.6900000000002,,302.07
a06b06a19f49330c34a83ce4f9d0585c420edb03,12,This commit contains no changed file,12
f2329875659efb67dcebd381c1e28c0898e1c19f,12,The build files have been changed. Prediction may not be accurate.,139.30
3111a22c528a6a09d72ebe586e69aa493606f813,51.900000000000006,,50.45
4a1c5916dc787757e2423be7ef057c17cf9437a5,52.1,,49.34
aae7c63cf09c42007b85ea5c5433ff8eaa7156e5,12,,11.27
13f8a0d4f7a0753aec5d4b6e9d26db647c10786d,12,The build files have been changed. Prediction may not be accurate.,11.22
c50a35c04afc9573a2d57d8d75966f673f89d049,12,This commit contains no changed file,12
8628eba71dcd86adfd2598eb41a47951c9d8a595,34.89,,33.84
d12893e54a65223bc99b3d4d61faf8b7793437aa,12,This commit contains no changed file,12
2cc37fe5b874a0f25d8fe19e95c8558157c2b118,12,This commit contains no changed file,12
fc06fd9da38d8a3ec5f39d190ab6478e1917865b,12,The build files have been changed. Prediction may not be accurate.,152.13
ed21dd066eefca9f8989beab560b63adb91e9f82,12,This commit contains no changed file,12
6e0a3d635d3fd1f29faaddd20662d2570dc794b7,12,,11.90
f488d8fd9665fed5e91c0e211d149fa1be8ed5b0,12,This commit contains no changed file,12
f3f68fdbe67acd1a18ac2f93085d43069c3b569f,18.56,,11.68
78222ad53109952cf237ae02bd584e396942cd77,12,,11.08
6ac07d843b6666c778545ea25709b3c5e0c8113e,18.42,,16.55
6a19c4a2847849bdc2b8813d24c8412f2f783957,18.42,,16.76
3ef12b7a051f506e04a1af6c15284ce087b737a3,18.42,,16.22
fdf0d6ab77e1b04c6c57163cd3fa53e1fd273fc6,18.42,,16.33
76d10d9671f4e1aaa4932a326491d34a40c324d5,18.42,,16.02
00270ce6707afda813589084b92ec669d99f2c88,18.42,,16.16
769e41a09c32561f30b71f26aaffb2c097102f0b,18.42,,16.09
d04cc82c37245b687e9951f1749573b6871c046c,18.42,,16.07
91973c1b14626256dd2448a37bdef0d46a0c1eea,18.42,,17.26
46726e6b2fa0885a10afb0d4bd90c34b339b9ceb,18.42,,16.97
1b6901af87fb9e545ad91e929c2a1114bf711996,18.42,,17.24
190b6b3e4e390231fe06fb1e862ada8ccd992dcc,18.42,,16.72
0c3195e0d407acb79999bedd007616ead0337686,18.42,,16.42
25700e2677a71e91da991e248b05a91ec8de92e0,18.42,,16.36
e7166b11fb92f7269f2e31687cc0b69b3cb2c2d3,18.42,,16.01
adb5a06fc59adcad6e341c0a3d42cbde3e6ad37c,18.42,,16.12
f363078eb730993db5e8d40ccabbbf7ec75408e6,18.42,,15.47
975bc45667cd69a62fa22a13829b5ca93bf16b18,18.42,,16.73
40495fca55fa572ba3aa80e24310f06df40884d1,53.80000000000001,,57.41
82a535d9f18602189cebc6a52e81e563c6e0a7a9,68.49,,72.00
2b6e40ae71726b207578b8ed08890619090531d7,54.38,,59.09
e8a8b3fb9b1bed17ed675b8af038f5eed5b8d589,12,,11.11
9c35b4ad1ad919337c1aef3d060fa96e6dca6d4f,12,This commit contains no changed file,12
7a93aba2823094147f06d1bec73791f417166dff,12,This commit contains no changed file,12
3a70a230295169c7048cce8f7cbf01e028e50b98,12,,11.42
67482d9808a9da21087f57f721ce9e76b8cd9f6a,12,,12.00
21121695698c10f71e48333a41e5ad01f81d6103,12,This commit contains no changed file,12
8c9bd6c4e0836ad96d84256ff84399b27703c6b4,12,This commit contains no changed file,12
60d3e1bc335311b4f0a85d6b93df21abbddcab9d,72.94,,76.63
f3228a7f89aff701fa878350d1845abd19f6a3b9,12,,11.72
1e5594fa1c60c171c4d38b81eea309406929c593,12,,12.09
2a72aea73d470c6a2c7d1b62be2aec3a48387626,12,This commit contains no changed file,12
3214c802196903205e0ac8a01c042b04870cf6ea,12,This commit contains no changed file,12
8de76a3ab74f093ac504bde9f93333f02be54d23,12,This commit contains no changed file,12
0739405364b77ed54f134f179fc8f1cf05141789,55.67000000000001,,60.43
bfcd9131a43f1b5853886788f7fcf202f4fd0ce1,12,,11.79
e9ddeae524567f4edf9bfc40bdbea27c10074f03,53.80000000000001,,59.55
1eca762791684a5c4e8ae8f9809c9734bafaa94c,12,This commit contains no changed file,12
73673c2795b1d04fb1b4e9fd86c56c76ff2eca81,12,This commit contains no changed file,12
7b4bc1f3974a3ba19c693972740d599bbd39a5f8,12,This commit contains no changed file,12
d22bed551f018f7c26cf8838ede0d6c8c4a2d138,45.18000000000001,,49.46
472a65d68d1d162c02a8cf3f399ddb0eeb1e329d,12,,12.64
3fbae751cbbe059c6e3351c6442037c534eda26f,24.009999999999998,,25.74
f93015646d7c323c27aab9525dfab414f444b839,12,,12.36
d7c13778b31a127b6efc5f860ffc002b8e332b55,12,,10.95
b2457cc23df8d2104519a96ba8563cdc32dbe9bb,12,,11.34
8dcbc03517ac3523133630056ad18158e87f8724,12,,11.09
50666ee14ba13e0e40bf03cc28996612159013a7,12.84,,12.21
d283c1dbe5b8904b88d703fb6e1df7c55cb804aa,12,,11.75
e5566b9b01fdb1391171de7144e662b4b94aacb1,12,,11.52
f13d7e025982d5d4ce665ca2e948e3a03dfe9982,12,The build files have been changed. Prediction may not be accurate.,11.82
fc659cd58ab13cf8005a3368734843ae62b88589,12,,11.73
08649ec2b971d95e589c7fe5c137231c30b27c34,12,,11.60
b079d08f0e58ab8dd6b7ef978153fcb6b900993d,13.19,,12.68
3161f65e5c28fccbba3f2cef33649b0b14e059c1,19.7,,19.32
5aa17e9f4d58d519422a540184a030961f7500a3,65.89999999999999,,65.15
8cf0a426e2d50a2d53523b92f59fe2be9acc9cf5,65.75999999999999,,67.73
eab49b05b4d2e62804e7d275ce49731a15e79efb,65.8,,67.88
c0a6fe75fcb185e0a2db0577a662337f5329a042,105.57999999999998,,104.40
885dd1c1ac7938a6916517fc2c7f797ab9118453,15.98,,16.00
ea618ad01c53d62ab43e2026749d778434534290,12,The build files have been changed. Prediction may not be accurate.,141.06
0f5f0d926753e0450b0f8b51636f55b7b5faa770,12,This commit contains no changed file,12
3cbb252d41a8f613b9b23d8a8a7c1d787e8b7d6b,45.18000000000001,,43.91
3a011950bbabe18aad58b8cf99459e71e64117eb,12,This commit contains no changed file,12
e6bdf65cb23cf56b4c9e8c6b3b343753eae6856b,17.59,,17.18
7e1129c7d876837737f24b06aa8fa46dd88301ef,22.689999999999998,,22.12
9beced208a52573322da9a575143fd2f092f6eca,12,This commit contains no changed file,12
50bd580f59ea3655412bfb8aefa439c1ad510dbc,12,This commit contains no changed file,12
2ac05e20abb914ab7e7f7a01769c172c8f43b0a6,52.46,The build files have been changed. Prediction may not be accurate.,53.84
b2233c7506b7ec9c0658ebac9b2a0d24d7f7f8d8,55.67000000000001,The build files have been changed. Prediction may not be accurate.,159.18
4f79cb1a17219214b2c5c01cffb7696809e356d3,12,This commit contains no changed file,12
50f51ec61483ee8ab615802ac2ba101d3dd6888a,2575.640000000003,The build files have been changed. Prediction may not be accurate.,2743.74
4d0f3bdbe73d2253de29e6091be3875a8315ae6b,12,,11.17
4cace97614291d26ecadbf4b78ea4090d9136105,12,This commit contains no changed file,12
512fba51a0ff25a69b3f5f2d3273903e97d30728,12,This commit contains no changed file,12
fef59c20fc35d8f301515418f3204efe5d32c063,12,The build files have been changed. Prediction may not be accurate.,11.30
952168d4eb4021ae0fd5961bf91d0ed298fe5050,12,The build files have been changed. Prediction may not be accurate.,145.57
a51432ed4467f083104278a6d817bd368fcd8cc5,1726.3699999999992,The build files have been changed. Prediction may not be accurate.,1769.35
b55c10e0c898aa2f632ea9014f4b8a9246d07d4e,1714.2199999999993,The build files have been changed. Prediction may not be accurate.,1758.28
953d37d8cdfd768debd606bb0af15f6cc1a798d2,12,The build files have been changed. Prediction may not be accurate.,140.13
d6cc61fb77423ff3fe6de830efd158c7d0afc969,36.760000000000005,The build files have been changed. Prediction may not be accurate.,39.24
0e6916abff043c1bba6029cc9bd8df28d7118bb3,12,This commit contains no changed file,12
26c23583b7bbfeee2349576c65fa32d5991d9b4a,34.36000000000001,,35.42
fcd264fcc4a63c557f9b0486e9dede880bb1f0f6,28.09,The build files have been changed. Prediction may not be accurate.,142.46
3b3fa521cc4c709cc8ed219a81d0202b3d8f95c9,2573.9500000000035,The build files have been changed. Prediction may not be accurate.,2590.00
2a23c1d60e1f982ef9dabdaf1f40dbfc199edada,12,This commit contains no changed file,12
3dae028b1ceaf016ed33eb3cba1a008719c10ac3,12,,11.64
8f5502b417f5f87ee0cb2da54bb3d7b4c87fd9ce,12,This commit contains no changed file,12
a425dabc5cb33f9a0b30fa9d84caeefddb8ee3f9,12,This commit contains no changed file,12
6d9b42b005304a67d354a32b0067cebd7088f5dc,12,This commit contains no changed file,12
ae4590b7e67b732bd60c06124e38cd08bceab7f3,12,This commit contains no changed file,12
bc71b5e2c9ae704cac72f435b9dc8173da7aaf56,12,This commit contains no changed file,12
fbeff60f832c36e5a5293257bf632c2882276361,12,This commit contains no changed file,12
91dd5d759b526943dcd48549aac7c4b976de688c,12,This commit contains no changed file,12
6feda4d4a6bbbde3e0147fd3f19883b7a41a5872,12,This commit contains no changed file,12
b7404ef144efab7fd15cea1f9716e5c62a5d8199,33.32,,11.84
a12bc8c80a08b2f1c95aab465b671995d6e69187,585.0100000000001,,560.50
be020e37b806add8c16b654428f706bfbfde12d5,585.4100000000001,The build files have been changed. Prediction may not be accurate.,make: *** No targets specified and no makefile found.  Stop.
a2b9cfefdad3797cc8a7f899f935eadbb52c0aa4,75.48999999999998,The build files have been changed. Prediction may not be accurate.,make: *** No targets specified and no makefile found.  Stop.
b4239d35f6260c53e4a98a5197516b9b713ca2ed,12,The build files have been changed. Prediction may not be accurate.,139.97
15886dfb587ecd15b43ddd54ca8cfc0fe71f95cd,12,The build files have been changed. Prediction may not be accurate.,12.03
48424ff6da13d00215a7a54d5e4a5fa78f58daad,12,This commit contains no changed file,12
1cf69127731d51da31b3511e58400ccd454226ac,12,The build files have been changed. Prediction may not be accurate.,12.17
a2388b8186f5889f4b4585f559b0ea1927747c5c,12,This commit contains no changed file,12
5cd1803b8b869528e0f98bff1b3d0c1af78eca09,12,This commit contains no changed file,12
4a6ace8249ee5a61298a22b4b0b317a42b6f3b4e,13.55,,12.03
b457301c09e250b7e0232cebc9c122e833e611d9,124.83,The build files have been changed. Prediction may not be accurate.,make: *** No targets specified and no makefile found.  Stop.
19313492b9bf2f15f2dc8cfffbb87233aa9e10f1,12,This commit contains no changed file,12
8d755efed5958a7f9b1fbbccb8e14aa1dbb287a7,17.59,,make: *** No targets specified and no makefile found.  Stop.
fb6c2ee9d728c4395c43757e1bca38f517ac36d2,17.59,,make: *** No targets specified and no makefile found.  Stop.
49f5d4cd9eaf6eff5a35a5e41551f1910148f78e,21.669999999999998,The build files have been changed. Prediction may not be accurate.,21.07
62fa198aacee196f27cf528f91dc98a26c7e15d3,12,This commit contains no changed file,12
d3e302aa35ccdb996ea337ae0907ba2f91e748de,12,,11.53
7fca806ed3611d21541d58a10ce3cb86e22e1c9f,14.44,,13.45
282a843a411a5ac739f3fe72eba847b503d89a4e,14.44,,13.42
c01e3fe6d895d8dabc8719d8daa7331793e85d87,12.99,,11.55
b24a9c6feeacaae899ef36cc0764dcb0b4287d2c,12,This commit contains no changed file,12
44735bbc81a0d8ab0fd5181e20eee9cd987bec57,12,The build files have been changed. Prediction may not be accurate.,138.40
e8fc0812109f96c332f7efb211d207eb1c105d81,17.59,,17.49
68e6684d75341f1483fe2a76e789564ef1966b4a,12,This commit contains no changed file,12
7c17a39e4f93bb8094ad6d8230d33eed7cd730a0,964.7799999999993,,926.74
2f22500ce3154e2f8d4969bebea827232ed37027,12,This commit contains no changed file,12
b8c9e6cf76d7f716a92561cad319a4f8688c7a65,12,This commit contains no changed file,12
869c81d5ebf334bffe6989c303a5f20763141b6e,12,This commit contains no changed file,12
de5f668513b32400040815c873cd7d3fb4db1c4d,12,This commit contains no changed file,12
aac61958778fcf58fe22b23bcff4ae9a32f37e74,12,The build files have been changed. Prediction may not be accurate.,139.93
8509becfa75b2046821ed63794f569b224552514,17.17,,15.42
3b208dd6ecb09dcd5c7a23e6f5e5b99c45e036d8,69.09,,69.01
7ef0f12ebe0b33f33afe090b89d63828fa21b18f,12,This commit contains no changed file,12
aac61958778fcf58fe22b23bcff4ae9a32f37e74,12,The build files have been changed. Prediction may not be accurate.,139.39
7ef0f12ebe0b33f33afe090b89d63828fa21b18f,12,This commit contains no changed file,12
6e7c5f243ea3bfaa4996cc39f49a64e560e788d0,12,This commit contains no changed file,12
a4f9d8eb6b82733d32fe13cd27e6771167babcad,39.0,,39.29
916e4bc6505eb03dbe45ca7d6cbdd85a2b85f49d,12,This commit contains no changed file,12
247e3e88dcccb9f8d2ccc2ef640e4b18c70386ff,12,This commit contains no changed file,12
a465073da00bc12013402cc4b36fdd4b34738044,12,This commit contains no changed file,12
6e8750d642a8702c2e512ca18b0c184e12b39de5,922.8000000000006,The build files have been changed. Prediction may not be accurate.,1020.17
06ad5decd6ce0242588308e93d0df841c72cea65,12,This commit contains no changed file,12
d59a9781bfdddcb4ff6b3e33b55ddc21352fd2d3,12,,11.80
0e74097d1b8f7a0b5bec41bb728744e2af1ce38f,33.02,,33.06
3e493e251f1d2c0c6eb37633e5440cb731c069c6,39.0,,38.61
c422bbf6ffd0c9bb03c137f3aac10450219edb8b,12,This commit contains no changed file,12
246216e56d18471c914826dfdc9b0f9bf940d7eb,39.0,,38.12
af5d537c7a158417ae2a8cea64b5cc8ec3866bf0,14.52,,14.52
a992a6745e7fdd30398ced1720850859a44efe54,12,This commit contains no changed file,12
ca6ca7fb672dc3e59b192ad4dbb238436bb12c40,12,The build files have been changed. Prediction may not be accurate.,make: *** No targets specified and no makefile found.  Stop.
3221bed989ef85448508332c954a0ac9306185ce,12,The build files have been changed. Prediction may not be accurate.,make: *** No targets specified and no makefile found.  Stop.
0907493659afef52e1896a4b417a9b5b3aa74680,32.6,,make: *** No targets specified and no makefile found.  Stop.
f983396cb89ae0a8d21e6edc801f65525e5bc409,41.2,,make: *** No targets specified and no makefile found.  Stop.
d6b9c46aa0185943dd6eed19f596344a0b584b09,12,This commit contains no changed file,12
51dc7b71ee39356a2aa62eed64124dc4a6030814,14.52,,make: *** No targets specified and no makefile found.  Stop.
0fb557cb0bfcb1089637b7661134d721a1b2d622,12,This commit contains no changed file,12
846f27a9b077719804a8db8adb81bddbd83aace8,12,This commit contains no changed file,12
50d28c8910b94ee6427643998362addaa196d3d9,12,This commit contains no changed file,12
7075581058c223f7d69b6dd3aac5319c46573c23,12,This commit contains no changed file,12
33fd97ac54c477c8abbe646a74b3b40c29899a37,12,The build files have been changed. Prediction may not be accurate.,11.91
3fe2d258308e946efb94568e8e6397e6fc54ba5f,63.38999999999999,,65.63
df44c5c95698dee3806d93f2a5a134eb17712c7e,12,This commit contains no changed file,12
ecb720a690626af8a2152dea4a69ad1892534e33,12,This commit contains no changed file,12
dd41d036ae7e80058d807137883e1354dbf1071c,12,,12.07
9e49de0debcebe3a3458b783c4661b89364a0130,12,This commit contains no changed file,12
e872869937a4872783686fde44a90c8bbb449b7e,12,The build files have been changed. Prediction may not be accurate.,12.32
1366d52126fcba65f9ecf73844f9e342c52d4e9c,12,This commit contains no changed file,12
6fca3750bac4e1faac212ca5e21ebcb7e7981450,17.740000000000002,,17.40
87e050951182f9dc3710e001e047a0a65d1280d3,12,This commit contains no changed file,12
aee1663d973d83fd97e4a00ccbbb9d103ee86ff7,12,The build files have been changed. Prediction may not be accurate.,137.75
8903da6137c1b55424aeb334f9f23225e1ba2bc2,12,This commit contains no changed file,12
4d17b25c7f3c2687654521f47b61c315634e0837,12,This commit contains no changed file,12
c947613907ab289eac4fae0ed463d44aeeb8f688,12,The build files have been changed. Prediction may not be accurate.,11.71
62495cb2f0c22321679410a564a4147aa369a076,12,The build files have been changed. Prediction may not be accurate.,146.38
9cab3da307a5b6d9bfbc614a095d3137e4408b22,12,This commit contains no changed file,12
ce4b6f1159bf2fb686b1bc72256519d677a547fb,26.42,,26.98
0225aeea4a0e3af8053457b6a43aa62f17f08f8c,12,This commit contains no changed file,12
3984c835cffd528d16596755a0eec35e34c0e04b,12,This commit contains no changed file,12
3ee49eb640cefb70fa92c49d09ee8a0d2c9ccc6e,12,The build files have been changed. Prediction may not be accurate.,11.72
d9b606a7ec4c1748ddecebbc00942303c091bdd0,12,This commit contains no changed file,12
6e2348e9bd497876278bc92bc51a25a3e2cb77e4,12,This commit contains no changed file,12
9ff6b70a0d931e1acd7122b1ec2826dd75b94134,13.2,,13.07
4e66945d9f2548528bf3772f942f083826913285,12,This commit contains no changed file,12
07b2c76111cf60d557fa3c94ae8f2ed9695b9ece,31.020000000000003,,30.31
b0ca2c214cd47f4d16283a7a0369280baf39cee8,12,This commit contains no changed file,12
579260102fc72a19d4cb2f38989f9dc511d8eeb2,12,This commit contains no changed file,12
2f32c79a08632a1fba07992c07bc274c803a91df,12,This commit contains no changed file,12
ac03594d61797af2ea6ad6eec74bd0617be787c6,12,This commit contains no changed file,12
26e3210649c1e4692c780b912da1a14cfb9bd5fd,12,This commit contains no changed file,12
c90fb5edd2c8cad7947355c45ea0f3fd8bc72ff2,12,This commit contains no changed file,12
06a6bb1ad530a2b3176ec4ffde171972096ea087,12,,11.19
fe20b1e9e7aa05f0fc66920fd7c915448c51b2ae,12,The build files have been changed. Prediction may not be accurate.,140.38
3244cf935f3c141a16348a9f5628fc012770bf80,12,This commit contains no changed file,12
e4ff7f81b3f93410c2891fa87c784399d1054821,17.57,,18.02
27e78f90fd0c3dea03752e950d1c421a9e5d3537,45.209999999999994,,46.11
564267ab039d435044905386f44edd8b9435525d,12,The build files have been changed. Prediction may not be accurate.,11.89
aeb47cf0dd7ffacf595058d2dcd526f39e7905e9,76.78,The build files have been changed. Prediction may not be accurate.,202.68
a09ee93acd98a8e51a1989c85071ffd0ba4f8ab1,12,This commit contains no changed file,12
54efe9498b4545dd3e78a9da6f3a4abc5f8d9eb4,12,This commit contains no changed file,12
703d5ea392aba751e609b1d05f19b7b5b22923e4,12,This commit contains no changed file,12
506f7e2500ed1236907846bdf764ebc32a317cb7,17.57,,17.96
72bd2680a54d9c10b6e89e19725470556b640f98,17.57,,17.41
98abc34be89f0f4b8aae35b4bd35ebf42e13b5b9,12.84,,11.41
01e000eb380688c0e129ec6b287084a436f62ebe,16.46,,16.29
58f73914eb6fbf0572db3b259e8fc95db7614739,38.040000000000006,The build files have been changed. Prediction may not be accurate.,146.81
a238d32f38b50ca00e0212d444908540a8564bf0,12,This commit contains no changed file,12
fb6f4f0f09c7297dcb42142671a45a4aa6708e1d,12,This commit contains no changed file,12
7f7d25761ea8abccde6d68bac2f3367e780bcd40,17.57,,18.38
af43de520efbda06221b5cc75310ca4b9785902b,12,This commit contains no changed file,12
64ed4f9c71b0b0972b0c9bcf1ba72ecbf822de30,12,,11.96
3bd08317f4614093ec9d15a17467d0f0153bdcfe,12,,12.10
9ac4fadd36783c08e62227184cff40fc3e26cdc2,63.73999999999998,,67.13
32dc2716e590f6fb4788db354bc5c4bcfde3e17d,21.190000000000005,,21.25
aa24abb9cd9ab4804747b21eb19f90f0f4bcd15d,12,This commit contains no changed file,12
0a3d8b3ece8ea3f4db54fdf013be44582184ccb5,12,This commit contains no changed file,12
eff67b3b7edf65f1bea52274af34d91c58c684b6,12,This commit contains no changed file,12
707fac6f12b35765c531e6d495002ee80052af99,45.29,The build files have been changed. Prediction may not be accurate.,147.97
ec6601d604a4907c8f9d8e8bc0b05f98c4555509,12,This commit contains no changed file,12
e2bd18e2ad393d4bc43c37f66d067206ba07afc1,12,This commit contains no changed file,12
d8bdac05e411289e36829c9bce10403c0aafe5b7,12,This commit contains no changed file,12
dbc4e837fb29b228338eed4ec4991f57e7be7c1e,12,This commit contains no changed file,12
5bfc7d8836d7c44ed80f2abe29005ad69700909d,12,This commit contains no changed file,12
ec64171b53ffb0cc0b6b0f626045963d11c637eb,12,This commit contains no changed file,12
d2d8d01d1c8b595b2c4a9a195e2ff08e47ddf32c,12,This commit contains no changed file,12
4e25f9f4a82f5d8aa3ff9d6a372cc3c2c3338112,12,This commit contains no changed file,12
c98eb45f06649e8e5a39f343cc7b6ac55a0598d3,12,This commit contains no changed file,12
bc793aec8e2a4a91f0aea9b4c1527a078e8e9251,12,This commit contains no changed file,12
2f1df1adbb0f6750814b75622f0d1e4fca488976,56.609999999999985,The build files have been changed. Prediction may not be accurate.,56.76
f00115567fb187fe43652a72aca7a91bd043f86b,12,This commit contains no changed file,12
2c4d331e9bc9b2db85def7b62c82e6b2e057288b,36.47,,36.33
8af6e111e5fe9b2467fc0fcfda0c8a6d0b18187f,62.6,,60.33
4f6d0a4d7a330b5e907e1b60ee5026ac8997950b,12,This commit contains no changed file,12
033623d41661104d302eadd54341b567acf4099a,33.24,,31.90
3f0cf7bb3e7b34a3d07d6ff81b934daa8f96c2c7,34.71,,33.13
640f9a0e751331a83b8f86f0bef0c8c3e203a485,34.27000000000001,The build files have been changed. Prediction may not be accurate.,139.77
05f098c149aad149a76774295c58ce371e5322c0,20.730000000000004,,20.08
22239a1eeda8e7fdc3bd1d6f3eb2c4172de68883,20.730000000000004,,20.91
6364c9d26e93227ed8ce1ae0ba20b5093b7d8f09,12,,11.68
67811ea7bc618c2615de43af485f7a107834dd0e,12,This commit contains no changed file,12
21864dd8e8cb5a32c0aea289161fe984dd84334d,33.13,,31.52
720f206185e99c8f3adf0b56bf9e2e5c25267038,12,This commit contains no changed file,12
383c51591ce38c60247546b2dee5f76f2b3d0ac4,12,,11.60
6ee01afb45d0b428799584dd812cf1374f9dc8c0,14.27,,14.16
494e9f16ebd3a10cab077b5af9d500846ac3bdd4,34.84,The build files have been changed. Prediction may not be accurate.,140.27
fbe92f53efd8020bf46b4eb1cc4b8ca9dafd2eee,31.37,The build files have been changed. Prediction may not be accurate.,143.42
30fe82ba19a240f7357a75d39dcbe2d7d22766df,12,This commit contains no changed file,12
749d2d842d70014c560f036dd9f8e1d4bac399f2,12,This commit contains no changed file,12
bf37fc6e2d4eff96442ebb4b698a0b07eb99185d,12,This commit contains no changed file,12
295efb7ec4a96e564f304977bd5fa50c884975c1,12,,11.84
4801d52321604a6ecedabcc8fce2488762356ae4,12,This commit contains no changed file,12
dc22220a94e638aad29976a333b403fed9cc03b4,12,This commit contains no changed file,12
a680a98e61e0f6a02baf769d83d5242b09367adf,30.35,The build files have been changed. Prediction may not be accurate.,141.90
14e14e6dbfc2d74e1e8d5e3e4108fbed21fec506,12,This commit contains no changed file,12
00de7f872950e38e284c3a35ef89bd3a925350ff,13.02,,12.75
b2cd27533b2bcdc1c7699ce4f1c3a5df5aa0bbe1,54.26999999999998,,11.60
ddf7f42941fb7d8818631d61233bfeb37f14e000,12,This commit contains no changed file,12
a1ca5b57f9106c331b780235e8dee5265b7af6bf,54.26999999999998,,11.60
eb81836dceaadd7f2b44127449961c84dd795807,12,,11.61
c2a41f55a7731d1260c747b2282965a7d9b82049,64.56,,64.73
26df1206876bcd1f365a1e8df72490dd64f273d5,733.3700000000009,The build files have been changed. Prediction may not be accurate.,768.03
5158a4cec660f2d04dac90f48d31a06a2bcc33e5,12,This commit contains no changed file,12
3d9660ae1a1c6a5d5c4ac741cddc857e70aa12db,12,,11.56
091964b253e23c3ce740818a94680a80fc9ff2bf,12,This commit contains no changed file,12
dc328de71f8cae0ec8affc844113f0f0d498eaaa,12,,11.70
841b04ea6bf5a54adca541e48e1e53756c921929,12,This commit contains no changed file,12
cd24688f9ac2751c4b89b407ab5e75b6eb15d83b,12,This commit contains no changed file,12
98a29a4696bcfe81fa16a8c73868c73b6b5fe668,12,This commit contains no changed file,12
d2554b4c170e543fed92ba58feeb81bc2277f259,54.49999999999999,,53.14
0ac9fcfb6bae2cef7a3fd61653ff44f6c6548d88,13.57,,12.07
55cdc4fb67c365c97e43d1bf1de840f594af748c,54.55999999999998,,53.39
42c348bc8cec0babe7780fc64416871fa8040f7e,12,This commit contains no changed file,12
2e04e1876fe060d29314062576c0baca21c9eb93,35.52,,34.19
d2704b08f003de63d813e8f81c29af5a1ab576d6,21.689999999999998,,21.54
9aa2546eb1cd65fbd4c6d333b87625eea33dca9a,12,This commit contains no changed file,12
a05cdfa8ba73b53fe2efff17e642232041b6f490,44.04,,44.10
571a5da7aad468e6290e9af6257a0a42b69c0937,38.86,,37.34
570e0510c7cad7b0383f72313c5a062f6c871b21,12,The build files have been changed. Prediction may not be accurate.,136.31
7d72b7ff6b3738e26b6fe117d46ea10c22635c60,729.950000000001,The build files have been changed. Prediction may not be accurate.,/home/ruiyinw/vtk/Rendering/Core/vtkRenderWindowInteractor.cxx: In member function ‘void vtkRenderWindowInteractor::ClearContact(int)’:
9aa13b4c3da7bddf62304c77015ba8d2e06015f7,12,The build files have been changed. Prediction may not be accurate.,137.41
190d119da204661b62f991d874ca8ae0af37551d,12,This commit contains no changed file,12
f7ba5e6cde8eb682b52afba418f18fa0aa98d919,12,,11.73
